StoreID,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment
87,Monday,1918,1404,Yes,No,None,Yes,Type B,Extended
51,Monday,,352,Yes,No,None,No,Type A,
56,,1498,,Yes,No,None,Yes,Type A,
83,Saturday,3809,811,Yes,No,,No,Type C,Basic
62,Tuesday,5961,1855,,,None,No,Type D,Extra
32,,10017,1259,Yes,Yes,Easter Holiday,Yes,Type A,Basic
30,Thursday,4779,322,Yes,Yes,None,No,Type B,Basic
29,Sunday,11050,102,,No,Easter Holiday,Yes,Type B,Basic
49,Friday,3118,1359,Yes,Yes,None,No,,Extended
45,Tuesday,7391,953,,No,None,No,Type B,Extra
93,Saturday,1145,1588,Yes,,,Yes,Type A,Extended
,Friday,14929,327,Yes,Yes,,Yes,Type D,Basic
16,Friday,15917,1012,Yes,No,None,Yes,Type B,Basic
40,Saturday,5565,1777,Yes,Yes,None,Yes,Type B,Extra
19,Tuesday,17576,598,,Yes,None,No,Type A,Extended
18,Saturday,7637,620,Yes,Yes,None,Yes,Type A,Basic
1,Monday,9243,801,,Yes,None,Yes,,Basic
78,Thursday,3410,,Yes,Yes,Christmas,Yes,Type A,
47,Saturday,2820,1016,Yes,Yes,None,Yes,Type D,Basic
66,Tuesday,,1800,No,Yes,None,No,Type D,
92,Wednesday,19952,1262,,No,None,Yes,Type D,Extended
94,Monday,6882,1399,Yes,Yes,None,Yes,Type C,Basic
38,Wednesday,2867,390,Yes,Yes,Easter Holiday,Yes,Type A,Basic
51,Sunday,8465,1176,Yes,Yes,Christmas,Yes,Type A,Basic
63,Saturday,12461,1810,Yes,No,None,Yes,Type D,Extra
4,Monday,7103,1233,Yes,No,,Yes,Type B,Extra
,Thursday,13197,814,Yes,Yes,None,Yes,Type B,Extended
8,Saturday,16424,1047,,,None,,Type A,Extended
29,Thursday,17053,747,Yes,No,None,No,Type A,Basic
55,Friday,1240,1127,Yes,Yes,Easter Holiday,No,Type D,Basic
3,Wednesday,5631,1790,No,Yes,,,Type A,Basic
32,Monday,10599,783,Yes,Yes,None,Yes,Type B,Extra
10,Thursday,12694,969,Yes,Yes,None,Yes,Type B,Extra
,Tuesday,6077,1170,Yes,No,,No,Type A,Basic
83,,4768,193,Yes,Yes,None,Yes,Type D,Basic
34,,10142,1039,Yes,Yes,,Yes,Type D,Extended
97,Saturday,8995,659,Yes,Yes,None,Yes,Type B,Extra
87,Monday,14276,1875,Yes,No,None,Yes,Type D,Basic
55,Thursday,,1982,,No,None,Yes,Type B,Extra
92,Sunday,12475,312,Yes,No,None,Yes,Type A,Basic
32,Thursday,19557,535,Yes,,None,Yes,,Basic
50,Sunday,7568,951,Yes,Yes,None,Yes,Type A,Extended
7,Monday,3601,607,Yes,No,None,No,,Extended
93,Thursday,7080,935,Yes,Yes,None,Yes,Type C,Extended
8,Tuesday,14854,750,,,None,Yes,Type C,Basic
65,Thursday,3159,304,Yes,Yes,None,No,Type C,
57,Wednesday,,480,Yes,Yes,None,,Type B,Basic
67,Saturday,5368,1196,Yes,Yes,None,Yes,Type C,Extra
88,Friday,2317,1639,Yes,No,None,No,Type B,Extra
87,Tuesday,14272,1199,Yes,No,Christmas,Yes,Type D,Basic
59,Wednesday,2230,,Yes,Yes,None,Yes,Type A,Extended
72,Sunday,18517,176,Yes,Yes,None,Yes,Type C,Extended
54,Saturday,2301,915,No,No,None,Yes,Type B,Extra
67,Monday,16927,867,Yes,Yes,None,Yes,Type D,Basic
51,Tuesday,2910,,,No,None,Yes,Type D,
97,Friday,15904,1737,Yes,Yes,,Yes,Type C,Basic
92,Saturday,9107,205,Yes,Yes,None,No,Type D,Extra
8,Sunday,19300,1968,Yes,Yes,,No,Type D,Extra
,Friday,3757,650,Yes,Yes,Easter Holiday,Yes,Type D,Extended
35,Monday,,1599,Yes,Yes,None,,Type B,Basic
96,Monday,17562,925,Yes,Yes,None,Yes,Type D,Basic
88,Sunday,10088,1398,,Yes,,Yes,Type D,Basic
78,Tuesday,16124,187,Yes,Yes,None,Yes,Type D,Basic
32,Sunday,15260,,Yes,Yes,Public Holiday,Yes,Type D,
46,Thursday,10743,980,Yes,No,Public Holiday,,Type D,Extended
16,Monday,9683,1200,Yes,Yes,Easter Holiday,Yes,Type B,Extra
68,Saturday,1060,,Yes,,None,No,Type D,Extended
37,Thursday,10269,1565,Yes,Yes,None,,Type D,Basic
54,Wednesday,3895,639,No,Yes,None,Yes,Type A,Basic
85,Friday,16323,344,,No,None,Yes,,Basic
14,Thursday,13352,677,Yes,Yes,None,Yes,Type D,Basic
95,Friday,12875,,Yes,No,None,No,,Basic
55,Sunday,,1505,Yes,Yes,None,Yes,Type D,Extra
48,Thursday,6823,1081,Yes,Yes,None,,Type B,Extended
,Sunday,12962,816,Yes,Yes,None,No,Type C,Extra
7,Wednesday,1534,1693,Yes,No,None,,,
74,Monday,5011,1836,No,No,None,Yes,Type A,Extended
7,Wednesday,3155,1860,Yes,Yes,None,Yes,,Extended
33,Monday,7957,241,Yes,No,None,Yes,Type C,Basic
23,Sunday,10196,992,No,Yes,None,Yes,Type A,Extended
85,Monday,,1491,Yes,No,None,Yes,Type B,Extra
19,,,1207,Yes,Yes,None,Yes,Type C,Extra
19,,3706,1266,Yes,Yes,None,Yes,,
36,Wednesday,1001,451,Yes,Yes,None,Yes,Type D,Extra
29,Thursday,10225,644,Yes,No,Public Holiday,No,Type A,
,Wednesday,18488,1012,Yes,,None,,,Extra
82,,15820,251,Yes,No,Easter Holiday,Yes,Type A,Extended
2,Monday,11891,1281,Yes,No,None,Yes,Type B,Basic
1,Friday,2861,1569,Yes,Yes,None,Yes,Type D,Extra
47,Tuesday,6269,752,Yes,No,None,No,Type D,Basic
69,Tuesday,12112,1057,Yes,No,None,Yes,Type B,Extra
20,Thursday,16699,862,Yes,Yes,None,Yes,Type A,Basic
11,,9320,1426,Yes,Yes,None,Yes,Type D,Basic
2,Sunday,17821,723,Yes,,None,Yes,Type A,Basic
67,Thursday,11740,755,,No,None,Yes,Type D,
87,Sunday,4129,549,Yes,No,None,,Type B,Basic
12,Thursday,18285,820,Yes,No,None,No,Type C,Extended
20,Tuesday,15380,1347,Yes,No,Christmas,,Type A,Extended
5,Thursday,,142,No,No,None,Yes,Type D,Extra
37,Tuesday,6398,363,Yes,No,None,Yes,Type D,Extended
38,Monday,6529,1879,Yes,No,None,Yes,,Basic
94,Sunday,4918,1126,Yes,Yes,Easter Holiday,Yes,Type B,Extended
9,Friday,18451,1760,Yes,Yes,None,Yes,Type B,Extended
98,Thursday,17410,1391,Yes,Yes,Easter Holiday,Yes,Type C,Basic
53,Tuesday,7937,695,Yes,No,None,Yes,Type B,Extended
44,,8118,1139,Yes,Yes,Public Holiday,Yes,Type A,Basic
99,Sunday,17931,1457,Yes,Yes,None,Yes,Type B,Extended
86,Thursday,,,Yes,Yes,None,Yes,Type D,Basic
24,Saturday,6338,1182,Yes,Yes,None,Yes,Type A,Extra
81,Monday,13472,1112,Yes,Yes,None,Yes,Type B,Extended
74,Monday,4140,276,Yes,Yes,Public Holiday,Yes,Type A,
30,,8996,162,Yes,Yes,None,Yes,Type A,Basic
59,Tuesday,16489,1057,Yes,Yes,,Yes,Type B,Basic
87,Thursday,18974,1102,Yes,Yes,Christmas,,Type A,Extra
96,Sunday,15201,660,Yes,Yes,None,Yes,Type D,Basic
81,Tuesday,8776,1430,Yes,Yes,Christmas,Yes,Type D,Basic
81,,5943,1369,Yes,Yes,None,Yes,Type B,Basic
14,Tuesday,13886,1412,Yes,Yes,Easter Holiday,Yes,Type B,Basic
9,Monday,9997,1921,Yes,Yes,None,Yes,,Basic
40,Tuesday,8798,1054,Yes,No,None,Yes,Type B,Basic
,Wednesday,18741,1455,Yes,Yes,None,Yes,,Basic
25,Friday,9092,1650,,Yes,,Yes,Type A,Basic
,Wednesday,4225,,,,None,No,Type B,Extra
,Wednesday,12810,1378,Yes,Yes,None,Yes,Type C,Extended
4,Friday,15914,703,Yes,Yes,Christmas,Yes,Type D,Basic
26,Friday,3460,1633,Yes,Yes,Christmas,Yes,Type D,Extra
58,Thursday,9737,1914,Yes,Yes,Christmas,Yes,,Basic
29,Sunday,,1841,,Yes,Christmas,Yes,Type C,Extended
98,Sunday,11754,705,Yes,Yes,None,No,Type C,Basic
87,Thursday,11833,1860,Yes,No,Christmas,Yes,Type C,Extra
,Wednesday,4114,1936,,Yes,Easter Holiday,No,Type D,Extra
75,Wednesday,18000,929,Yes,No,None,Yes,Type D,Extended
70,Monday,16360,1586,,Yes,None,Yes,Type C,
18,Monday,18587,,Yes,,Easter Holiday,Yes,Type B,Extra
85,Sunday,,1394,Yes,Yes,None,No,Type C,Extended
42,Thursday,3565,,Yes,No,None,,Type A,
41,Saturday,4174,657,Yes,Yes,,Yes,Type C,Basic
38,Saturday,3630,163,Yes,Yes,Public Holiday,Yes,Type C,Extra
34,Thursday,4161,1353,Yes,Yes,Christmas,,Type C,
17,,5321,1041,Yes,Yes,None,Yes,Type B,Basic
37,Sunday,14204,,Yes,No,None,,Type C,Basic
25,Sunday,8099,1369,Yes,Yes,,No,Type C,Extra
,Monday,12360,,Yes,Yes,None,Yes,Type D,Extended
87,Saturday,,1710,Yes,,,No,,Basic
86,Tuesday,14502,256,Yes,Yes,None,Yes,Type A,
85,Tuesday,6801,834,Yes,Yes,Christmas,Yes,Type D,Extra
27,Monday,,1825,Yes,Yes,None,No,Type B,Basic
57,Tuesday,15271,1084,,Yes,None,Yes,Type D,Extended
31,Friday,,1687,No,No,Easter Holiday,Yes,Type B,Basic
6,Thursday,5151,,Yes,Yes,None,Yes,Type B,Extended
91,Thursday,9911,1436,Yes,No,None,Yes,Type A,Basic
40,Monday,19984,1974,Yes,Yes,None,No,Type C,Basic
98,,13861,1189,Yes,Yes,None,Yes,Type A,Basic
12,,1666,761,Yes,Yes,Public Holiday,Yes,Type D,Extended
53,Monday,,1143,Yes,No,Easter Holiday,Yes,Type B,Basic
71,Tuesday,6840,132,Yes,Yes,None,Yes,Type D,
10,,4565,1963,Yes,Yes,None,Yes,,Basic
45,Wednesday,11426,1916,Yes,Yes,,Yes,Type D,Extended
17,Tuesday,18849,657,No,No,None,No,Type B,Basic
26,Sunday,8366,172,Yes,Yes,None,No,Type A,Extra
85,Friday,16630,1989,,Yes,None,,Type B,Extended
92,,8382,924,Yes,Yes,None,Yes,Type C,Extra
62,Friday,17149,1466,Yes,No,Christmas,Yes,Type A,Basic
46,Saturday,16871,1256,Yes,No,Easter Holiday,Yes,Type C,Extended
64,Friday,14273,1178,Yes,Yes,None,Yes,Type D,
2,Saturday,1992,160,Yes,Yes,None,,Type D,Basic
54,Saturday,7858,1980,No,No,,Yes,Type B,Extra
65,Saturday,3121,1643,Yes,No,None,Yes,Type B,Extended
,,13388,371,,Yes,None,Yes,,Extended
53,Saturday,19607,345,No,No,None,Yes,Type A,Extended
36,Tuesday,5136,1299,Yes,Yes,None,No,,Extended
,Saturday,17727,727,,Yes,None,Yes,Type D,Extended
29,Tuesday,13653,1440,,No,None,Yes,Type A,Basic
21,Saturday,16479,1906,,Yes,None,Yes,Type C,Extended
,Friday,5823,804,No,,None,,,Extra
40,,5920,,Yes,Yes,None,Yes,Type A,Extended
11,Saturday,6471,1254,Yes,Yes,None,Yes,Type A,
36,Wednesday,18272,,Yes,No,,No,Type D,Basic
59,Saturday,10533,409,Yes,Yes,None,Yes,Type C,
39,,8127,1905,Yes,Yes,Christmas,Yes,Type D,Extended
99,Friday,4720,1415,Yes,No,None,Yes,Type B,Extra
54,Thursday,16696,1845,No,Yes,None,Yes,Type B,Extra
98,Friday,19799,,Yes,Yes,None,,Type C,Extra
55,Wednesday,,1484,Yes,No,Easter Holiday,,,Extra
,Thursday,2364,437,Yes,Yes,Public Holiday,Yes,Type C,Extended
22,Monday,,678,Yes,No,None,No,Type D,Basic
69,Monday,13982,109,Yes,No,None,,Type C,Basic
,Wednesday,18308,148,Yes,Yes,None,Yes,Type C,
33,Friday,1151,1610,Yes,Yes,Christmas,Yes,Type D,Extra
36,Tuesday,18296,722,Yes,No,None,,Type B,Extended
,Wednesday,3321,1444,Yes,Yes,Public Holiday,,Type B,Extra
83,Sunday,14865,830,Yes,Yes,None,No,Type A,Extra
99,,1495,1692,Yes,Yes,None,,Type B,Extended
81,Thursday,12987,,Yes,Yes,Christmas,Yes,Type C,
,Saturday,3148,1070,Yes,Yes,Easter Holiday,Yes,Type B,Extra
98,Monday,1556,,Yes,No,None,,Type D,Extra
73,,14393,232,,No,None,Yes,Type B,Extra
26,Wednesday,2552,1706,Yes,Yes,None,No,Type B,Extra
66,Thursday,19504,182,Yes,Yes,,Yes,,
73,Wednesday,4085,156,Yes,Yes,None,Yes,Type A,Basic
73,Tuesday,,475,Yes,Yes,None,Yes,Type C,Basic
,Saturday,9926,448,,No,None,Yes,,
,Monday,8162,370,Yes,,None,Yes,Type C,
1,Thursday,9055,1606,Yes,No,,,Type D,Basic
89,Wednesday,5654,210,,Yes,None,Yes,Type D,Basic
,Friday,12468,968,Yes,,None,,Type A,Basic
,Monday,1154,986,Yes,Yes,None,Yes,Type B,Basic
42,Tuesday,8950,175,Yes,Yes,None,Yes,Type B,Basic
25,Wednesday,16323,1281,No,Yes,None,Yes,Type A,Extra
39,Sunday,18380,1655,Yes,No,None,Yes,Type C,Extra
35,Sunday,,1766,Yes,No,None,Yes,Type B,Extra
3,Saturday,15259,428,Yes,No,,Yes,Type C,Extended
44,Saturday,15873,221,,No,None,Yes,Type B,Basic
51,Tuesday,,140,No,Yes,None,Yes,,Basic
94,Tuesday,10369,1290,Yes,Yes,Easter Holiday,,Type D,Extended
98,Saturday,1153,1021,Yes,Yes,Christmas,Yes,Type D,Basic
12,Thursday,8853,741,No,Yes,None,No,Type B,Extra
19,Thursday,13379,1146,Yes,Yes,None,Yes,Type C,Extra
44,Wednesday,16792,,Yes,No,None,Yes,Type C,Extended
59,Friday,6599,862,No,,None,Yes,Type D,Extra
49,,19100,568,,Yes,None,Yes,Type C,Extended
61,Friday,15785,1523,Yes,Yes,None,Yes,Type A,Extra
17,Tuesday,12049,108,No,Yes,None,Yes,Type C,Basic
74,Monday,1786,112,Yes,Yes,Easter Holiday,Yes,Type D,Extra
57,Wednesday,5368,1023,Yes,Yes,None,Yes,Type A,Extended
55,Wednesday,15923,1022,Yes,Yes,None,No,Type A,Basic
47,Friday,5272,1942,,No,None,Yes,Type C,Extended
12,Tuesday,6994,1955,,Yes,None,No,Type D,Basic
62,Tuesday,8011,1175,Yes,,None,Yes,Type D,Basic
80,Sunday,,1332,Yes,Yes,None,Yes,,Extra
88,Friday,10261,1673,Yes,No,None,Yes,,Extra
83,Tuesday,19733,1735,,Yes,None,,Type D,Basic
8,Saturday,,1828,Yes,No,None,No,,Extra
95,Thursday,2212,1525,Yes,No,None,Yes,Type A,Extra
21,Sunday,15141,1314,Yes,No,None,No,Type B,Extended
81,Saturday,10344,1174,Yes,Yes,Christmas,Yes,Type C,Extra
87,Monday,7704,1516,Yes,,None,Yes,Type D,Basic
80,Wednesday,16896,752,Yes,Yes,None,Yes,Type A,Extra
,Sunday,19895,,Yes,Yes,Christmas,Yes,Type C,Basic
72,Monday,1143,1946,Yes,Yes,,Yes,Type A,Basic
25,Wednesday,11681,720,Yes,No,None,Yes,Type C,Extended
,Thursday,8367,1842,,No,None,Yes,Type A,Basic
89,Tuesday,4228,1423,Yes,Yes,None,Yes,Type D,Basic
12,Saturday,5582,1745,Yes,Yes,None,Yes,Type B,Extended
15,Friday,14147,295,Yes,No,None,Yes,Type B,Basic
59,Saturday,12397,516,Yes,Yes,Christmas,Yes,Type B,Extended
26,Thursday,,763,Yes,Yes,None,Yes,Type A,Basic
26,Monday,5243,1543,Yes,Yes,None,No,Type C,Extra
47,Friday,14647,1878,Yes,No,None,Yes,Type D,Extended
32,Tuesday,12496,,Yes,Yes,None,Yes,Type D,Extended
10,Thursday,,,Yes,No,None,Yes,Type A,Basic
16,Friday,16146,1645,Yes,Yes,None,Yes,Type B,Extended
71,,5185,1479,Yes,Yes,None,Yes,Type A,Basic
17,Thursday,13486,247,Yes,Yes,None,No,Type C,Extended
23,Tuesday,8328,1100,Yes,Yes,Christmas,Yes,Type B,Extended
26,Sunday,17684,,Yes,,Public Holiday,Yes,Type A,Extra
85,Wednesday,18107,463,Yes,Yes,None,Yes,Type C,Basic
86,Friday,4010,,Yes,No,None,Yes,Type B,Extra
,Tuesday,6555,1825,Yes,Yes,None,Yes,Type D,Extended
14,Thursday,1067,,Yes,No,None,Yes,Type C,Basic
79,Tuesday,13185,705,Yes,No,None,Yes,,Extra
7,Sunday,19890,1615,Yes,No,None,Yes,,
9,Wednesday,2537,,Yes,No,None,Yes,Type B,Extra
48,,17781,1698,Yes,Yes,None,Yes,Type A,Extended
72,Friday,12549,1975,Yes,Yes,Public Holiday,Yes,Type A,Extended
59,Wednesday,6680,636,Yes,No,None,Yes,Type A,Basic
87,Monday,9747,367,Yes,No,None,No,Type A,Basic
93,Friday,16116,1528,Yes,No,None,,Type C,Basic
82,,3941,,No,,Easter Holiday,Yes,Type A,Extended
95,Thursday,11849,1134,Yes,Yes,None,Yes,Type A,Extra
94,Friday,8067,1443,Yes,Yes,None,Yes,Type C,Basic
39,,11151,1836,Yes,,None,Yes,Type C,Basic
99,Tuesday,18985,225,,Yes,Easter Holiday,,Type B,Basic
18,Thursday,18864,405,Yes,Yes,None,Yes,Type C,Basic
59,Monday,,1825,Yes,Yes,None,,,Extended
17,Saturday,16613,1634,Yes,Yes,Easter Holiday,,Type B,Extra
14,Sunday,7447,1212,Yes,Yes,Public Holiday,Yes,Type B,Extended
31,Wednesday,6499,1478,Yes,No,None,Yes,Type A,Extended
24,Tuesday,7273,727,,No,None,Yes,Type A,
99,Wednesday,2299,1475,Yes,Yes,None,Yes,Type D,
60,Monday,7701,788,Yes,Yes,None,Yes,Type A,Extra
45,Monday,5994,1137,Yes,No,None,No,,Extended
98,Friday,16627,1380,Yes,Yes,None,Yes,Type C,Extended
3,Sunday,,1332,Yes,No,,Yes,Type A,Extended
37,Monday,9269,380,Yes,Yes,None,Yes,Type A,Basic
43,Wednesday,3831,542,Yes,Yes,None,Yes,Type C,Basic
40,Thursday,12602,,Yes,Yes,None,Yes,Type B,Extended
,Thursday,12819,,Yes,No,None,Yes,Type D,Basic
55,Friday,18916,488,Yes,Yes,None,Yes,Type D,Extra
87,Saturday,2996,716,Yes,Yes,None,Yes,Type B,Basic
,Wednesday,12619,1606,Yes,Yes,None,Yes,Type D,
15,Wednesday,17661,246,Yes,Yes,None,Yes,Type A,Extra
4,Monday,4089,1402,Yes,Yes,None,Yes,Type A,Basic
93,Sunday,1523,620,Yes,Yes,None,Yes,Type A,Extended
86,Wednesday,13410,729,Yes,Yes,None,No,Type D,Extra
25,Tuesday,16732,1729,Yes,,None,Yes,Type B,Extra
13,Saturday,9167,533,Yes,Yes,None,Yes,Type A,Extra
82,Monday,6190,243,Yes,Yes,Easter Holiday,,Type B,Basic
33,Tuesday,5575,388,Yes,Yes,,Yes,Type C,Extra
,Friday,8727,1509,Yes,Yes,None,Yes,Type C,Basic
42,Thursday,,,Yes,Yes,None,No,Type C,Extended
66,Friday,2797,,Yes,Yes,None,Yes,,Basic
55,Thursday,,,Yes,Yes,None,Yes,Type D,Basic
99,,15900,1821,Yes,Yes,None,No,Type A,Extended
42,Wednesday,18199,1468,Yes,Yes,,Yes,Type C,
34,Tuesday,12332,1523,Yes,Yes,None,Yes,Type B,Basic
30,Thursday,7666,1330,Yes,Yes,None,Yes,Type D,Extended
,Monday,17526,957,Yes,No,None,Yes,Type B,Extra
13,Tuesday,13479,1042,Yes,No,None,,Type B,Extended
18,Monday,2410,1295,Yes,Yes,None,Yes,Type A,Extra
32,,13665,563,Yes,Yes,None,Yes,Type A,Basic
96,Tuesday,1534,,Yes,No,None,Yes,Type B,Extended
99,Friday,4364,1344,Yes,,None,Yes,Type B,Extra
39,Thursday,18416,1275,Yes,Yes,None,No,,Basic
46,Thursday,4342,722,,,None,Yes,Type B,Basic
,,14465,1306,Yes,Yes,None,No,Type C,Basic
62,Tuesday,5500,1522,No,Yes,,No,Type B,
,,,1974,Yes,Yes,None,Yes,Type D,Extra
62,Wednesday,9007,171,Yes,Yes,None,Yes,Type A,Extra
57,Monday,2641,1541,Yes,No,Easter Holiday,Yes,Type D,Basic
16,Monday,17855,1406,Yes,Yes,None,Yes,Type A,Extra
56,Friday,9738,173,,Yes,None,Yes,Type A,Extended
10,Tuesday,5726,454,Yes,Yes,Easter Holiday,,Type A,Extra
30,Monday,12789,1850,Yes,Yes,None,Yes,Type D,Extra
25,Monday,12017,596,,Yes,Easter Holiday,Yes,Type A,Basic
84,Saturday,1363,1451,Yes,Yes,None,Yes,Type B,Extended
5,Tuesday,11358,1087,Yes,,,Yes,Type B,Extended
65,Friday,,1658,,Yes,None,Yes,Type C,
94,Monday,17929,679,,No,Christmas,Yes,Type C,Extra
49,Friday,4240,1009,Yes,Yes,,No,Type C,Basic
3,Thursday,7665,1570,Yes,Yes,None,Yes,Type B,
45,Friday,13921,472,Yes,Yes,None,Yes,Type D,Basic
14,Wednesday,2936,461,Yes,Yes,None,Yes,,Extended
30,Wednesday,14968,192,,Yes,None,Yes,Type B,Extra
68,Friday,12197,1444,No,Yes,Public Holiday,No,Type A,Basic
18,Wednesday,,423,Yes,Yes,None,Yes,Type D,Extra
62,Thursday,1882,483,Yes,Yes,None,No,Type D,Basic
37,Tuesday,,674,Yes,No,Christmas,Yes,Type B,Extended
25,Wednesday,14708,835,Yes,Yes,Easter Holiday,Yes,Type B,Extra
48,Wednesday,6204,836,Yes,Yes,None,No,Type A,Extended
65,Friday,8288,445,Yes,Yes,None,Yes,Type A,Extra
,Thursday,4203,1972,Yes,No,Christmas,Yes,Type A,Extra
,Sunday,3244,1226,Yes,Yes,None,Yes,Type D,Basic
73,Sunday,1018,1338,,Yes,None,Yes,,Basic
15,,18025,1315,Yes,,None,Yes,Type C,Basic
49,Sunday,4083,1795,Yes,Yes,Easter Holiday,Yes,Type C,Extended
88,Tuesday,9521,818,Yes,Yes,None,No,Type C,Extended
68,Friday,18249,880,Yes,Yes,None,Yes,Type D,Extra
12,Friday,1773,1119,,,None,No,Type A,Basic
59,Saturday,5732,,No,No,Easter Holiday,Yes,Type C,Extended
37,Thursday,7795,1503,Yes,No,,Yes,Type A,Extra
61,Sunday,7984,1526,,,None,No,Type A,Extended
43,Tuesday,,763,Yes,No,,Yes,Type A,Extra
70,Thursday,17121,,Yes,Yes,Easter Holiday,No,Type C,Basic
39,Sunday,2674,699,Yes,No,None,Yes,Type C,Extra
56,Tuesday,11875,110,,,None,Yes,Type A,Extra
,Thursday,12572,286,Yes,Yes,Christmas,No,Type C,Basic
46,Friday,1739,825,,Yes,None,No,Type B,Basic
88,Friday,2545,1138,Yes,Yes,,Yes,Type C,Extra
11,Monday,10327,877,Yes,No,Easter Holiday,Yes,Type A,
62,,6127,1420,Yes,Yes,None,Yes,Type A,Basic
77,,10065,510,Yes,Yes,None,No,Type D,Extra
98,Saturday,,1055,Yes,Yes,,Yes,Type D,Basic
25,Thursday,14749,684,Yes,No,None,Yes,Type A,Basic
71,Saturday,10045,1175,Yes,Yes,None,Yes,,Extended
52,Monday,19667,1763,,Yes,None,Yes,Type D,Basic
4,Wednesday,10521,1151,Yes,,Easter Holiday,No,Type A,Extra
59,,9669,676,Yes,Yes,,Yes,Type D,Extra
72,Tuesday,12283,1140,Yes,,None,,Type D,Basic
20,Sunday,7998,1474,,Yes,None,Yes,Type A,
93,Wednesday,14440,1551,Yes,No,None,Yes,Type C,Extended
63,Friday,13697,1773,Yes,Yes,,Yes,Type B,Extended
54,Monday,14733,1954,Yes,Yes,None,No,Type C,
74,Wednesday,2269,1352,Yes,Yes,None,Yes,,Extra
98,Sunday,8868,,Yes,Yes,None,Yes,Type A,
57,Wednesday,13373,1088,Yes,Yes,None,Yes,Type B,Extra
,Sunday,,1333,Yes,Yes,,No,,Extended
41,Friday,6961,1554,Yes,Yes,None,Yes,Type D,Extra
3,Thursday,16734,1417,Yes,No,None,Yes,Type B,Basic
6,Tuesday,10661,842,Yes,Yes,,Yes,Type C,Extra
5,Friday,9569,,Yes,Yes,None,,Type B,Basic
5,Tuesday,8557,1705,Yes,Yes,None,No,Type C,Extra
54,,19064,1227,Yes,Yes,None,Yes,Type A,Extra
47,Wednesday,9433,303,Yes,Yes,None,Yes,Type C,Basic
87,Tuesday,16653,1176,Yes,Yes,None,Yes,Type C,Extra
49,Monday,10111,1073,Yes,No,None,Yes,,Extra
9,Monday,6682,,,Yes,None,,Type B,Extended
99,Sunday,16479,1498,,Yes,None,Yes,Type D,
20,Friday,16047,1965,Yes,No,None,,Type C,Basic
61,,9084,1177,Yes,Yes,None,No,,Extended
35,Sunday,17453,,Yes,No,Easter Holiday,Yes,Type B,Extended
,Friday,7200,1458,Yes,Yes,,Yes,Type D,Basic
82,Friday,11278,1154,No,,None,,Type B,Basic
62,Sunday,3007,1258,No,Yes,None,Yes,Type A,Basic
17,Saturday,16802,,Yes,No,Easter Holiday,No,Type A,
88,Friday,14329,,No,No,None,Yes,,Extended
3,Saturday,3779,1389,Yes,Yes,None,Yes,Type D,Extra
32,Monday,1755,1645,Yes,,None,,Type B,Extended
99,Monday,7495,1619,Yes,Yes,None,Yes,Type A,
13,Friday,11187,352,Yes,Yes,None,Yes,Type C,Extra
89,Monday,10513,394,Yes,Yes,Easter Holiday,Yes,Type B,Extended
73,Thursday,19714,767,No,Yes,,Yes,Type A,Extended
68,,18400,1281,,,None,No,Type B,Extended
14,Saturday,8347,648,Yes,Yes,None,Yes,Type A,
98,Friday,15249,730,Yes,Yes,None,,Type C,Basic
11,Monday,15879,1190,Yes,,None,Yes,Type B,Extended
56,Tuesday,15057,,,No,None,No,Type A,Extra
,Sunday,13057,398,Yes,Yes,None,Yes,Type A,Extra
92,Sunday,5938,1586,Yes,No,Public Holiday,Yes,Type C,Basic
29,Saturday,,1848,Yes,Yes,None,Yes,Type C,Basic
9,Friday,7200,1943,Yes,No,Christmas,Yes,Type A,Extended
67,Friday,9371,200,Yes,Yes,Public Holiday,,Type A,Basic
25,Thursday,17615,1179,No,Yes,None,Yes,Type D,Extended
,Wednesday,19301,431,Yes,,None,Yes,Type D,Extended
76,Wednesday,9534,935,Yes,Yes,Easter Holiday,No,,Basic
42,Saturday,3623,1874,Yes,No,None,No,Type B,
9,Sunday,9646,492,Yes,,None,Yes,,Extra
79,Thursday,14543,1866,,No,,No,Type A,Basic
40,Thursday,13817,973,Yes,Yes,,Yes,Type C,
25,Thursday,19660,480,Yes,Yes,Christmas,,Type B,Basic
5,Saturday,5497,191,Yes,Yes,Easter Holiday,Yes,Type A,Extra
11,Wednesday,8933,1914,No,No,Easter Holiday,No,Type C,Extended
59,Sunday,19519,,Yes,Yes,,Yes,Type C,Extra
,Thursday,7727,208,,Yes,,Yes,Type A,Basic
88,Sunday,13156,416,Yes,Yes,None,No,Type A,Basic
79,Monday,18949,,Yes,Yes,None,,,Basic
38,Friday,17692,1935,Yes,Yes,None,,Type D,Extended
72,Friday,9627,1558,Yes,Yes,None,No,Type A,Extra
5,Sunday,9368,541,Yes,No,Easter Holiday,No,Type D,Extra
48,Tuesday,17522,317,Yes,Yes,Christmas,Yes,Type B,Extended
90,Tuesday,17577,,Yes,,None,Yes,Type D,Extra
18,Saturday,16577,772,Yes,Yes,None,No,Type D,Extended
70,Saturday,14472,1651,Yes,Yes,None,Yes,,Extended
37,Friday,1942,377,Yes,Yes,None,Yes,Type B,Extra
60,Monday,5620,1108,Yes,,None,Yes,Type A,
48,Wednesday,17195,668,,Yes,None,Yes,Type D,Extended
